State,District,University Type,University Name,College Name,College Type,Address,Website,Management,"Year of Establishment
",Specialised in,Location,,Upload Year,The Institute Added In Survey Year
Madhya Pradesh,Vidisha,State Public University ,"Barkatullah University, Bhopal (Id: U-0269)",VEER B.ED COLLEGE (Id: C-60055),Affiliated College,"shri ramnagar chouraha , baraipura, VIDISHA",,Private Un-Aided,2009,No,Rural,,2020,2018
Madhya Pradesh,Vidisha,State Public University ,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur (Id: U-0274)","College of Agriculture, Ganjbasoda (Id: C-29469)",Constituent / University College,"Near New Sub-jail, Gurod road, Ganj Basoda",www.jnkvv.org,University,2006,Agriculture,Rural,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"MADHYA PRADESH AYURVIGYAN VISHWAVIDHLAYA, JABALPUR (Id: U-0996)",ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE VIDISHA (Id: C-63395),Affiliated College,"NH 86 INFRONT OF KHEL PARISAR , SANCHI ROAD, VIDISHA",,State Government,2018,Medical-Others,Rural,,2020,2019
Madhya Pradesh,Vidisha,State Public University ,"MADHYA PRADESH AYURVIGYAN VISHWAVIDHLAYA, JABALPUR (Id: U-0996)",SAI COLLEGE OF NURSING AND PARAMEDICAL COLLEGE (Id: C-64727),Affiliated College,"Near Maa Annapurna Mandir, Mukharji Nagar Vidisha, Vidisha",,Private Aided,2019,No,Rural,,2020,2020
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",ALL TECH COMPUTER EDUCATION (Id: C-53655),Recognized Center,"mill road, mill road, ganj basoda",www.alltechbasoda.com,University,2004,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",BRIGHT CAREER COMPUTER INSTITUTE AND TECHNOLOGY LATERI (Id: C-53949),Recognized Center,"NEW BUS STAND WARD NO. 03 LATERI DIST. VIDISHA, NEW BUS STAND WARD NO. 03 LATERI DIST. VIDISHA, LATERI",,University,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",C.B.S. COMPUTER INSTITUTE VIDISHA (Id: C-31368),Recognized Center,"infront of herdya mukhi hanuman mandir, khari phatak road vidisha, vidisha",www.cbscomputerinstitute.com,Private Un-Aided,2003,No,Urban,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",COMPUTER TECHNICAL INSTITUTE KURWAI (Id: C-54170),Recognized Center,"HANUMAN GANJ, KURWAI",,Local Body,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",Cornell Institute (Id: C-53918),Recognized Center,"Arihant Vihar, vidisha",,Private Un-Aided,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",CREATIVE COMPUTER ACADEMY (Id: C-54169),Recognized Center,"Behind Khera Pati Mata Mandir, Khari Phatak Road, Vidisha",,Private Un-Aided,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",EZONE INSTITUTE OF COMPUTER VIDISHA (Id: C-67081),Recognized Center,,,,,,,,NO,2020
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",FUTURE PILLAR COMPUTER INSTITUTE KURWAI (Id: C-67079),Recognized Center,,,,,,,,NO,2020
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",GYAN KUNJ INSTITUTE (Id: C-67158),Recognized Center,,,,,,,,NO,2021
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",ICIC COMPUTER CENTER VIDISHA (Id: C-63700),Recognized Center,"NEAR HOME GUARD OFFICE HAZIWALI TALAB ROAD VIDISHA , , VIDISHA ",WWW.ICICCOMPUTERCENTER.IN,Private Un-Aided,2018,No,Rural,,2020,2019
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",MAHARANA PRATAP INSTITUTE OF COMPUTER TECHNOLOGY (Id: C-67168),Recognized Center,", , ",,Private Un-Aided,2018,No,Rural,,2020,2020
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",MEDIA COMPUTER EDUCATION GANJBASODA (Id: C-31569),Recognized Center,"IMLY COURAHA, BEHLOT ROAD GANJ BASODA, GANJ BASODA",www.mediabasoda.com,Private Aided,2003,Computer Application,Urban,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",MICROTECH COMPUTER INSTITUTE OF TECHNOLOGY SIRONJ (Id: C-31288),Recognized Center,"ward no. 2, paliwal colony, near new bus stand, sironj",,University,2008,No,Urban,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",NAVANKUR COMPUTER SIRONJ (Id: C-31341),Recognized Center,"CHHATRI NAKA LINK ROAD, SIRONJ",,University,2007,No,Urban,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)","NAVANKUR SCHOOL OF COMPUTER SCIENCE (8288), GANJ BASODA (Id: C-55377)",Recognized Center,"NAVANKUR BHAWAN BARETH ROAD GANJ BASODA, GANJ BASODA",,University,2011,No,Urban,,2020,2015
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",PRATHA EDUCATION CENTER  (Id: C-59439),Recognized Center,,,,,,,,NO,2017
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",RADHIKA INSTITUTE OF COMPUTER VIDISHA (Id: C-67087),Recognized Center,,,,,,,,NO,2020
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",RAJ COMPUTER ACADEMY (Id: C-67353),Recognized Center,,,,,,,,NO,2021
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",RAJENDRA SAXENA MEMORIAL COMPUTER CENTRE KURWAI (Id: C-55147),Recognized Center,"WARD NO 2 BUS STAND NEAR POST OFFICE, KURWAI",,Private Un-Aided,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",SBS INSTITUTE OF COMPUTER VIDISHA (Id: C-53958),Recognized Center,near railway station vidisha,,Private Un-Aided,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",TIT COMPUTER INSTITUTE KURWAI (Id: C-54786),Recognized Center,"main road kurwai, main road kurwai, kurwai",,Private Un-Aided,2011,No,Urban,,2020,2014
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",UNITY IN-FORMATIVE INSTITUTE OF TECHNOLOGY VIDISHA (Id: C-31440),Recognized Center,"NEAR PNB, MANAS BHAVAN, MADHAV GANJ, VIDISHA (M.P.), NEAR PNB, MANAS BHAVAN, MADHAV GANJ, VIDISHA (M.P.), VIDISHA (M.P.)",,University,2004,Computer Application,Urban,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",VIVEKANAND COMPUTER SANSTHAN VIDISHA (Id: C-31383),Recognized Center,"145, BLOCK COLONY, HEERAPURA, VIDISHA",,Private Un-Aided,2003,No,Urban,,2020,2010
Madhya Pradesh,Vidisha,State Public University ,"Raja Mansingh  Tomar Music & Arts University, Gwalior (Id: U-0629)",CIIT COLLEGE (Id: C-67452),Affiliated College,,,,,,,,NO,2021
Madhya Pradesh,Vidisha,State Public University ,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal (Id: U-0287)",GOVT POLYTECHNIC COLLEGE LATERI (Id: C-65395),Affiliated College,"Near SDM Office , Shamshabad Road Lateri , Lateri ",www.mptechedu.org,State Government,2017,No,Urban,,2020,2020
Madhya Pradesh,Vidisha,State Public University ,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal (Id: U-0287)","""Samrat Ashok Technological Institute,Civil Lines, Netaji Subhash Marg, Vidisha "" (Id: C-35965)",Affiliated College,"Netaji Subhash Marg, Civil lines, Vidisha",www.satiengg.in,Private Aided,1960,"Engg Msc_Applied Science,MBA",Urban,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",ARIHANT COLLEGE OF PHARMACY (Id: C-61656),Affiliated College,"SONEWADI ROAD, KEDGAON, AHMEDNAGAR, KEDGAON",www.arihantpharmacynagar.org,Private Un-Aided,2019,Pharmacy,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Ashvin College of Pharmacy Manchi Hill  (Id: C-63420),Affiliated College,"At-Manchi Hill, Post-Ashvi Bk, , Sangamner",www.acop.co.in,Private Un-Aided,2019,No,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Dharmaraj Shaikshanik Pratishthans College of Pharmacy (Id: C-62658),Affiliated College,"WALKI ROAD, A/POST -WALKI, NAGAR",www.dspbpharm.in,Private Un-Aided,2018,No,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",MATOSHRI MIRATAI AHER  COLLEGE OF PHARMACY (Id: C-58513),Affiliated College,"Gat No-221, Vitthal Nagar, Kokate Vasti, Karjule Harya, Karjule Harya",www.mmacop.org,Private Un-Aided,2017,No,Rural,,2020,2017
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Pratibhatai Pawar College Of Pharmacy Shrirampur  (Id: C-62476),Affiliated College,"A/p Wadala Mahadev, Tal-Shrirampur, Shrirampur",www.pratibhataipawarcop.com,Private Un-Aided,2014,No,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Ramesh Phirodia College of Architecture (Id: C-58822),Affiliated College,"Walunj, Nagar Solapur road, Ahmednagar",www.rpetarchitecture.com,Private Un-Aided,2017,Architecture,Rural,,2020,2017
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",RASHTRASANT JANARDHAN SWAMI COLLEGE OF PHARMACY (Id: C-61692),Affiliated College,"MUMBAI NAGPUR HIGHWAY, KOKAMTHAN, Ahemdnagar",rjsgi.com,Private Un-Aided,2019,Pharmacy,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",RASHTRIYA SHIKSHAN MANDAL N N SATTHA COLLEGE OF PHARMACY (Id: C-61807),Affiliated College,"ANAND DHAM ROAD, OPPOSITE BANK OF INDIA, AHMEDNAGAR",www.rsmcopharmacy.com,Private Un-Aided,2019,No,Urban,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",RATNADEEP PHARMACY COLLEGE RATNAPUR TALUKA JAMKHED DISTRICT AHMEDNAGAR (Id: C-67221),Affiliated College,,,,,,,,NO,2021
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",SAIKRUPA INSTITUTE OF PHARMACY (Id: C-61664),Affiliated College,"AP GHARGOAN TAL SHRIGONDA DIST AHAMDNAGAR, AP GHARGOAN TAL SHRIGONDA DIST AHAMDNAGAR, Ahmednagar",www.saikrupapharmacy.com,Private Un-Aided,2019,Pharmacy,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Shantiniketan College of Pharmacy  (Id: C-62662),Affiliated College,"Gat no.525, A/P- Dhotre(bk), Tal-Parner,Dist-Ahmednagar, Dhotre(bk)",www.shantiniketancollegeofpharmacy.com,Private Un-Aided,2019,No,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Shivajirao Pawar College of Pharmacy (Id: C-60686),Affiliated College,"Pachegaon Tal Newasa Dist Ahmednagar, Newasa",http://www.shivajiraopawarcop.com/,Private Un-Aided,2018,Pharmacy,Rural,,2020,2018
Maharashtra,Ahmednagar,State Public University ,"Dr. Babasaheb Ambedkar Technological University, Lonere (Id: U-0299)",Vidya Niketan Institute of Pharmacy and Research Center (Id: C-62142),Affiliated College,"VIDYANAGARI , PUNE-NASHIK HIGHWAY, AT POST BOTA",www.vidyaniketanglobal.com/pharmacy,Private Un-Aided,2019,Pharmacy,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)", LATE P V BELHEKAR MAHAVIDYALAYA (Id: C-64722),Affiliated College,"At post Bhanshiware , Newasa, Bhanshiware",,Private Un-Aided,2020,No,Rural,,2020,2020
Maharashtra,Ahmednagar,State Public University ,"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)",RELIABLE COLLEGE (Id: C-64723),Affiliated College,"MIDC Area, , Nagapur",,Private Un-Aided,2020,No,Rural,,2020,2020
Maharashtra,Ahmednagar,State Public University ,"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)",SUNRISE COLLEGE OF HOSPITALITY AND MANAGEMENT STUDIES (Id: C-61790),Affiliated College,"At Limpangaon Road shrigonda, Tal- Shrigonda, shrigonda",www.sunrise.edu.in,Private Un-Aided,2019,No,Rural,,2020,2019
Maharashtra,Ahmednagar,State Public University ,"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)",YELESHWAR B A CIVIL SERVICE MAHAVIDYALAYA (Id: C-64327),Affiliated College,"AT POST YELI, TAL PATHARDI, YELI",,Private Un-Aided,2020,No,Rural,,2020,2020
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Ahmednagar Homoeopathy College, Ahmednagar (Id: C-13958)",Affiliated College,"Savedi Road, Ahmednagar, Ahmednagar",www.ahmednagarhomoeopathicmedicalcollege.org,Local Body,1989,Medical-Homeopathy,Urban,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Ashwin Rural Ayur. Mahavidyalaya, Sangamner (Id: C-14011)",Affiliated College,"Manchi hill, Ashvi Bk, Tal-Sangamner, Dist-Ahmednagar, Sangamner",www.arac.co.in,Private Un-Aided,2000,Medical-Ayurveda,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",Atalbihari Vajpayee Homoeopathic Medical College and Hospital (Id: C-60594),Affiliated College,"Devgad Phata, Ahmednagar-Aurangabad Highway, Tal-Newasa, Dist - Ahmednagar, Newasa",www.atalbiharivajpayeehmc.com,Private Un-Aided,2018,No,Rural,,2020,2018
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","COLLEGE OF NURSING, ST LUKE?S HOSPITAL, SHRIRAMPUR (Id: C-49814)",Affiliated College,"College Road, Near Railway Station, Shrirampur",http://stlukeshospital.in,Private Un-Aided,2013,Nursing,Rural,,2020,2013
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",DR. KOLPE NURSING COLLEGE (B.Sc. NURSING) KOLPEWADI (Id: C-57263),Affiliated College,"A/P- Kolpewadi Tal- Kopargaon Dist- Ahmednagar, Kopargaon",www.kgsss.org,Private Un-Aided,2016,Nursing,Rural,,2020,2016
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Dr. Vithalrao Vikhe Patil Foundations College of Physiotherapy, Ahmednagar. (Id: C-14045)",Affiliated College,"Dr. Vithalrao Vikhe Patil College of Physiotherapy, Opp. Govt. Milk Dairy, MIDC, Ahmednagar",www.vimscopt.edu.in,Private Un-Aided,2007,Physiotherapy,Urban,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Gangadhar Shastri Gune Ayur. Mahavidyalya, Ahmednagar (Id: C-13788)",Affiliated College,"G.S.Chowk, Vishrambaug,, Tilak Road,, AHMEDNAGAR",www.guneayurvedahmednagar.com,Local Body,1917,Medical-Ayurveda,Urban,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Kakasaheb Mhaske Homoeopathy College, Ahmednagar (Id: C-13835)",Affiliated College,"Behind Hotel Chaitanya classic, Bolhegaon Phata, Mhaske College road, Bolhegaon Phata, Nagapur, Ahmednagar, Ahmednagar",www.kmhmc.org.in,Private Un-Aided,1989,Medical-Homeopathy,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Late Shri. Yashwantrao Chavan memorial Medical & Rural Developmet Foundation s Dental College, Ahemadnagar (Id: C-13910)",Affiliated College,"166/1, Vadgaon Gupta, Opp. M.I.D.C., Ahmednagar-414003, 166/1, Vadgaon Gupta, Opp. M.I.D.C., Ahmednagar-414003, Ahmednagar",www.yashdental.org,Private Un-Aided,2007,Medical-Dental,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","M.H.Fs Homoeopathy College, Sangamner (Id: C-14052)",Affiliated College,"At .- Chandanapuri Ghat , Gunjalwadi Pathar,Sangamner, Dist.- Ahmednagar , Maharashtra, Sangamner",www.drsgihmc.org,Private Un-Aided,1990,Medical-Homeopathy,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Pad. Dr. V.V.Patil Foundations College of Nursing, Dr.V. Patil Memorial Hosp. & Medical College, Vilad Ghat, Ahmednagar (Id: C-14019)",Affiliated College,"Oppt. Govt. Milk Dairy, Vadgaon Gupta, Ahmednagar-414111, As Above, Ahmednagar",www.vimscon.edu.in,Private Un-Aided,2008,Nursing,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Pad. Dr. V.V. Patil Foundations Medical College, Ahmednagar. (Id: C-13832)",Affiliated College,"Opp. Govt Milk Dairy,Vadgaon Gupta, MIDC, Ahmadnagar",www.vimsmch.edu.in,Private Un-Aided,2004,Medical-Allopathy,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","Padmashri Dr. Vithalrao Vikhe Patil Foundations College of Nursing (P.B.B.Sc.), Ahmednagar (Id: C-13801)",Affiliated College,"Oppt. Govt. Milk Dairy, Vadgaon Gupta, Ahmednagar - 414111, As above, Ahmednagar",www.vimscon.edu.in,Private Un-Aided,2010,Nursing,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)","PDVVPF Ayurved College, Shevgaon (Id: C-13847)",Affiliated College,"Akhegaon Road, Shevgaon, Tal- Shevgaon, Dist- Ahmednagar, Akhegaon Road, Shevgaon, Tal- Shevgaon, Dist- Ahmednagar, Shevgaon",www.ayurvedpravara.com,Private Un-Aided,1999,Medical-Ayurveda,Rural,,2020,2010
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",RASHTRASANT JANARDHAN SWAMI AYURVED MEDICAL COLLEGE AND RESEARCH CENTRE (Id: C-67637),Affiliated College,,,,,,,,NO,2021
Maharashtra,Ahmednagar,State Public University ,"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",Rashtrasant Janardhan Swami College of Nursing (Id: C-62143),Affiliated College,"Near HP petrol pump  Mumbai Nagpur highway, At-kokamthan, Tal-Kopargaon, Dist-Ahmednagar, Kopargaon",rajaswafoundation.org,Private Un-Aided,2019,Nursing,Rural,,2020,2019
